gh,transaction,address,tradingfee,miningfee,tradeid
191,53b5cfc70fd936568636bb026ff68f456bc8663be5c066efbf3c571f24aa0062,1F9kciPdh1jsiXgbBLFEaFCYsAvs5njgvP,0.00005000,0.00065472,99002
191,9941d04ef47220fc9462ff90cf09cbb378e6658a908aeec357228b29295461ca,1Bd5wTs17GA4wKezk7BtGFLoZTzeBmZ8bJ,0.00200000,0.00003840,99002
192,a4055933abcd05b22ca25ece91a6e9d01d558765af8664744e101965fde45500,1A2cqbg8vYDnVDrqBjwDhUiPxRrXfKpUrU,0.00005000,0.00005720,ixpivoz
192,7cb3cdb7f57ab87154a9fd1e7a24f5c7ccce0488ae17a023353f267e4ba9edc8,12hdpSNRJ8eELD2K5Hoia7gKpYV611qHyW,0.00200000,0.00007040,ixpivoz
193,9421af6dc3a1bc5bc8da731a657fa5f9591d767bd1ad7a693e22b78f8b7e1334,14qP9dUiSpPRgFRCxpkNFveyvvMd1czq1H,0.00005000,0.00005720,SFQYSFDB
193,faea4cd056e7803ea18f51edf5f883009fad676ce339c34c85b115bed07982a4,1NQKeC3CTjjMeFGfX1VYg7ZuXrFnHv4KNg,0.00200000,0.00007040,SFQYSFDB
194,6a40d8e7ff52f4524a917ebe6f30d021a70c374228b4f0bd0484372147b24746,18fFj42iYRAen1q9Ta4NnsEBoaiDZfXzg5,0.00005000,0.00004060,rQSLGXh
194,ecc1d3d3e04147ddf6bfcea05bd85279462d00658271c4cee17c8c6fe62c77af,12dMWeGJHgpD5pR3m4qLotbbZvJm2JK1cu,0.00200000,0.00005760,rQSLGXh
196,4932c603a92c34876cecacffc4953416cca7ebb565ad938111727b46976b2dc3,1CAVh4dwUEsijJqU34d6jdfoJwmZqKk27u,0.00005000,0.00003640,72137
196,2ec7f14bfa20eaf5114df3fc5eb8704993cecb665f92fbd7786d05c761c285c6,16o8nUkob98UXK2HfPmHSpaeFjkf1fHqS1,0.00300000,0.00003200,72137
196,73ab6ca03662a883a63b44311d85bba61442d1cfad6e24e52a4311f6a426fbf2,13iQdKyg88DrsJF7kvMkBEZe8RFdDgQKMy,0.00300000,0.00003840,72137
196,807ce71b780b6da83db665c9aa79a7034b36c6b618caad25d8f778ae43a20a61,1LCvbWQNoiDkTAsTX4ALw6pMWkX4Lvkj4Z,0.00300000,0.00003200,72137
196,808c086f3b96bb6471ce3eb558862c3587611a4862cabad8c7ae064b509c1522,1EccioLowHePaado5eW2eZEJeijMX4gueA,0.00300000,0.00003640,72137
196,b9eed13851f4a654de673849b0ec6f661b327797bee49fdf365791fe030e02a8,1G8GrnJ5mBjWjCoytZq8xPfWoB41GcQSAr,0.00300000,0.00003630,72137
